Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Oby Sorrel,Spicy Special Slims,UK,2024-05-15,3278.25,193,Delivered
Andria Kimpton,85% Dark Bars,USA,2024-05-15,3264.75,126,Delivered
Kelci Walkden,70% Dark Bites,Australia,2024-05-15,5094.0,269,Delivered
Husein Augar,Fruit & Nut Bars,USA,2024-05-15,5640.75,236,Delivered
Jehu Rudeforth,Mint Chip Choco,New Zealand,2024-05-15,5359.5,447,Delivered
Barr Faughny,Manuka Honey Choco,New Zealand,2024-05-15,1707.75,95,Delivered
Wilone O'Kielt,Smooth Silky Salty,Australia,2024-05-15,16546.5,1379,Delivered
Wilone O'Kielt,99% Dark & Pure,UK,2024-05-15,1023.75,54,Cancelled
Barr Faughny,Almond Choco,USA,2024-05-15,3829.5,426,Delivered
Brien Boise,70% Dark Bites,India,2024-05-15,4320.0,228,Delivered
Gigi Bohling,Mint Chip Choco,USA,2024-05-15,2605.5,237,Delivered
Roddy Speechley,After Nines,UK,2024-05-15,9513.0,865,Delivered
Beverie Moffet,85% Dark Bars,Canada,2024-05-15,10791.0,416,Delivered
Gigi Bohling,Mint Chip Choco,USA,2024-05-15,960.75,107,Delivered
Karlen McCaffrey,50% Dark Bites,USA,2024-05-16,3849.75,214,Delivered
Andria Kimpton,Baker's Choco Chips,USA,2024-05-16,15736.5,787,Delivered
Madelene Upcott,Raspberry Choco,New Zealand,2024-05-16,1635.75,182,Delivered
Van Tuxwell,Eclairs,India,2024-05-16,5586.75,267,Delivered
Madelene Upcott,Choco Coated Almonds,New Zealand,2024-05-16,2193.75,157,Delivered
Brien Boise,Organic Choco Syrup,UK,2024-05-16,7362.0,321,Cancelled
Marney O'Breen,Baker's Choco Chips,USA,2024-05-16,2268.0,126,Delivered
Jan Morforth,Baker's Choco Chips,Australia,2024-05-16,3768.75,210,Delivered
Brien Boise,99% Dark & Pure,India,2024-05-16,7497.0,375,Delivered
Andria Kimpton,Baker's Choco Chips,USA,2024-05-16,3084.75,163,Delivered
Gunar Cockshoot,Drinking Coco,Australia,2024-05-16,5440.5,545,Delivered
Brien Boise,Smooth Silky Salty,Australia,2024-05-16,8534.25,1220,Delivered
Oby Sorrel,70% Dark Bites,New Zealand,2024-05-16,4086.0,256,Cancelled
Roddy Speechley,Organic Choco Syrup,Australia,2024-05-16,5123.25,270,Delivered
Kelci Walkden,Mint Chip Choco,UK,2024-05-16,2772.0,252,Delivered
Kelci Walkden,White Choc,India,2024-05-16,5811.75,233,Delivered
Dotty Strutley,Organic Choco Syrup,USA,2024-05-17,1136.25,60,Delivered
Beverie Moffet,Manuka Honey Choco,India,2024-05-17,9540.0,415,Delivered
Ches Bonnell,Almond Choco,USA,2024-05-17,2551.5,319,Delivered
Karlen McCaffrey,99% Dark & Pure,Australia,2024-05-17,2243.25,113,Delivered
Brien Boise,Choco Coated Almonds,USA,2024-05-17,8075.25,577,Delivered
Kelci Walkden,Raspberry Choco,USA,2024-05-17,7285.5,1215,Delivered
Andria Kimpton,Mint Chip Choco,Canada,2024-05-21,1194.75,133,Delivered
Madelene Upcott,70% Dark Bites,USA,2024-05-21,7103.25,356,Delivered
Rafaelita Blaksland,Drinking Coco,Australia,2024-05-21,5267.25,527,Delivered
Brien Boise,Choco Coated Almonds,UK,2024-05-21,3172.5,318,Delivered
Kaine Padly,Peanut Butter Cubes,UK,2024-05-21,2990.25,143,Delivered
Curtice Advani,Caramel Stuffed Bars,New Zealand,2024-05-22,5170.5,236,Delivered
Husein Augar,Smooth Silky Salty,UK,2024-05-22,60.75,6,Delivered
Kelci Walkden,Caramel Stuffed Bars,USA,2024-05-22,4324.5,197,Delivered
Gunar Cockshoot,Mint Chip Choco,India,2024-05-22,227.25,18,Delivered
Roddy Speechley,99% Dark & Pure,India,2024-05-22,7695.0,335,Delivered
Rafaelita Blaksland,70% Dark Bites,UK,2024-05-22,1570.5,79,Delivered
Oby Sorrel,Orange Choco,UK,2024-05-22,10503.0,1313,Delivered
Van Tuxwell,99% Dark & Pure,UK,2024-05-22,12633.75,550,Delivered
Barr Faughny,Drinking Coco,India,2024-05-22,5154.75,573,Delivered
Husein Augar,Choco Coated Almonds,USA,2024-05-23,14060.25,1279,Delivered
Gunar Cockshoot,Baker's Choco Chips,UK,2024-05-23,12379.5,729,Delivered
Marney O'Breen,Mint Chip Choco,Canada,2024-05-23,3134.25,224,Delivered
Madelene Upcott,Spicy Special Slims,USA,2024-05-23,4216.5,249,Delivered
Kelci Walkden,Eclairs,USA,2024-05-23,4016.25,192,Delivered
Marney O'Breen,Raspberry Choco,UK,2024-05-23,3741.75,375,Delivered
Gunar Cockshoot,Manuka Honey Choco,UK,2024-05-23,14618.25,665,Delivered
Beverie Moffet,50% Dark Bites,New Zealand,2024-05-23,1723.5,102,Delivered
Rafaelita Blaksland,Orange Choco,Australia,2024-05-23,10973.25,1098,Delivered
Wilone O'Kielt,Manuka Honey Choco,Canada,2024-05-24,4605.75,256,Delivered
Kelci Walkden,Spicy Special Slims,India,2024-05-27,6156.0,385,Delivered
Gunar Cockshoot,Fruit & Nut Bars,USA,2024-05-27,4718.25,175,Delivered
Kaine Padly,Raspberry Choco,Australia,2024-05-27,3269.25,409,Delivered
Kaine Padly,Baker's Choco Chips,Australia,2024-05-27,5316.75,313,Delivered
Madelene Upcott,Raspberry Choco,India,2024-05-27,3026.25,303,Delivered
Dennison Crosswaite,70% Dark Bites,Canada,2024-05-28,9558.0,504,Delivered
Gunar Cockshoot,White Choc,New Zealand,2024-05-28,4115.25,179,Delivered
Camilla Castle,Spicy Special Slims,USA,2024-05-28,6513.75,326,Delivered
Husein Augar,Choco Coated Almonds,India,2024-05-28,4815.0,371,Delivered
Gigi Bohling,85% Dark Bars,New Zealand,2024-05-28,6153.75,280,Delivered
Oby Sorrel,Peanut Butter Cubes,New Zealand,2024-05-28,4324.5,228,Cancelled
Curtice Advani,Organic Choco Syrup,USA,2024-05-29,5535.0,292,Delivered
Roddy Speechley,70% Dark Bites,USA,2024-05-29,4718.25,295,Delivered
Kelci Walkden,Drinking Coco,USA,2024-05-29,5937.75,660,Delivered
Roddy Speechley,Manuka Honey Choco,Australia,2024-05-29,18582.75,979,Delivered
Van Tuxwell,Peanut Butter Cubes,USA,2024-05-29,6392.25,278,Delivered
Brien Boise,Caramel Stuffed Bars,New Zealand,2024-05-29,661.5,39,Delivered
Jan Morforth,Manuka Honey Choco,New Zealand,2024-05-29,2565.0,135,Delivered
Gigi Bohling,Baker's Choco Chips,India,2024-05-29,8505.0,501,Delivered
Van Tuxwell,Smooth Silky Salty,India,2024-05-29,6635.25,553,Delivered
Marney O'Breen,Choco Coated Almonds,Australia,2024-05-29,438.75,32,Delivered
Brien Boise,99% Dark & Pure,India,2024-05-29,1284.75,59,Delivered
Kaine Padly,70% Dark Bites,Australia,2024-05-30,5127.75,285,Delivered
Gunar Cockshoot,Spicy Special Slims,New Zealand,2024-05-30,3701.25,247,Delivered
Rafaelita Blaksland,Almond Choco,USA,2024-05-30,7861.5,715,Delivered
Gunar Cockshoot,Choco Coated Almonds,New Zealand,2024-05-30,2754.0,184,Delivered
Brien Boise,Mint Chip Choco,UK,2024-05-30,459.0,46,Delivered
Gunar Cockshoot,50% Dark Bites,UK,2024-05-30,2421.0,143,Delivered
Jehu Rudeforth,Choco Coated Almonds,India,2024-05-30,8066.25,734,Cancelled
Oby Sorrel,Baker's Choco Chips,India,2024-05-30,8759.25,438,Delivered
Gunar Cockshoot,Peanut Butter Cubes,New Zealand,2024-05-30,7843.5,342,Delivered
Kelci Walkden,Organic Choco Syrup,Canada,2024-05-30,1901.25,96,Delivered
Dotty Strutley,Drinking Coco,Australia,2024-05-30,6480.0,720,Delivered
Madelene Upcott,Smooth Silky Salty,New Zealand,2024-05-30,6660.0,606,Delivered
Barr Faughny,Fruit & Nut Bars,India,2024-05-30,702.0,30,Delivered
Wilone O'Kielt,Raspberry Choco,Canada,2024-05-30,792.0,80,Delivered
Dotty Strutley,Mint Chip Choco,Australia,2024-05-30,1903.5,191,Delivered
Beverie Moffet,99% Dark & Pure,India,2024-05-31,5238.0,262,Delivered
Roddy Speechley,Smooth Silky Salty,UK,2024-05-31,2002.5,201,Delivered
Gigi Bohling,Eclairs,USA,2024-05-31,1320.75,58,Delivered
Husein Augar,Spicy Special Slims,Canada,2024-05-31,10156.5,598,Delivered
Gunar Cockshoot,Manuka Honey Choco,UK,2024-05-31,879.75,42,Delivered
Oby Sorrel,Eclairs,Australia,2024-05-31,9974.25,499,Delivered
Kelci Walkden,Baker's Choco Chips,UK,2024-06-03,13221.0,696,Delivered
Mallorie Waber,Manuka Honey Choco,USA,2024-06-03,13432.5,611,Delivered
Andria Kimpton,Caramel Stuffed Bars,Australia,2024-06-03,21874.5,1094,Cancelled
Curtice Advani,Smooth Silky Salty,India,2024-06-03,17086.5,1709,Delivered
Dennison Crosswaite,Milk Bars,India,2024-06-03,499.5,28,Delivered
Jehu Rudeforth,50% Dark Bites,UK,2024-06-03,2745.0,138,Delivered
Wilone O'Kielt,Baker's Choco Chips,Australia,2024-06-03,6381.0,426,Delivered
Beverie Moffet,After Nines,UK,2024-06-03,8268.75,827,Delivered
Curtice Advani,Eclairs,Australia,2024-06-03,688.5,35,Delivered
Wilone O'Kielt,70% Dark Bites,India,2024-06-03,1698.75,114,Delivered
Roddy Speechley,70% Dark Bites,Australia,2024-06-03,7953.75,531,Delivered
Ches Bonnell,Raspberry Choco,USA,2024-06-03,6052.5,606,Delivered
Brien Boise,Drinking Coco,USA,2024-06-03,5375.25,489,Delivered
Dotty Strutley,85% Dark Bars,Canada,2024-06-03,5186.25,208,Delivered
Kelci Walkden,Baker's Choco Chips,USA,2024-06-03,15435.0,965,Delivered
Roddy Speechley,Baker's Choco Chips,USA,2024-06-03,3831.75,256,Delivered
Curtice Advani,Raspberry Choco,UK,2024-06-03,4965.75,710,Delivered
Oby Sorrel,Eclairs,UK,2024-06-04,5094.0,232,Delivered
Karlen McCaffrey,Almond Choco,Canada,2024-06-04,1509.75,151,Delivered
Van Tuxwell,Organic Choco Syrup,Canada,2024-06-04,12550.5,661,Delivered
Beverie Moffet,85% Dark Bars,Canada,2024-06-04,12235.5,471,Delivered
Roddy Speechley,Raspberry Choco,UK,2024-06-04,105.75,11,Delivered
Beverie Moffet,70% Dark Bites,UK,2024-06-04,4896.0,258,Delivered
Madelene Upcott,70% Dark Bites,UK,2024-06-04,4340.25,242,Delivered
Marney O'Breen,Mint Chip Choco,USA,2024-06-04,29.25,3,Delivered
Barr Faughny,85% Dark Bars,New Zealand,2024-06-04,14100.75,614,Delivered
Gunar Cockshoot,Choco Coated Almonds,USA,2024-06-04,4092.75,410,Delivered
Van Tuxwell,Organic Choco Syrup,USA,2024-06-04,14076.0,671,Delivered
Husein Augar,Raspberry Choco,India,2024-06-04,1761.75,221,Delivered
Brien Boise,Mint Chip Choco,India,2024-06-04,3744.0,375,Delivered
Brien Boise,Peanut Butter Cubes,UK,2024-06-04,7170.75,312,Delivered
Gigi Bohling,Spicy Special Slims,USA,2024-06-05,690.75,44,Delivered
Brien Boise,Peanut Butter Cubes,Canada,2024-06-05,8057.25,425,Delivered
Husein Augar,Orange Choco,UK,2024-06-05,4137.75,414,Delivered
Marney O'Breen,70% Dark Bites,UK,2024-06-05,4970.25,293,Delivered
Mallorie Waber,Peanut Butter Cubes,UK,2024-06-05,4945.5,248,Delivered
Barr Faughny,White Choc,USA,2024-06-05,2999.25,150,Delivered
Brien Boise,85% Dark Bars,USA,2024-06-05,4657.5,203,Delivered
Jehu Rudeforth,Choco Coated Almonds,UK,2024-06-05,1923.75,193,Delivered
Barr Faughny,50% Dark Bites,New Zealand,2024-06-05,2637.0,156,Delivered
Husein Augar,99% Dark & Pure,Canada,2024-06-05,5832.0,292,Delivered
Van Tuxwell,99% Dark & Pure,Canada,2024-06-05,2000.25,91,Delivered
Madelene Upcott,Raspberry Choco,Canada,2024-06-05,8903.25,891,Delivered
Kelci Walkden,Almond Choco,Australia,2024-06-06,14166.0,1574,Delivered
Madelene Upcott,Caramel Stuffed Bars,New Zealand,2024-06-06,1878.75,90,Delivered
Roddy Speechley,50% Dark Bites,USA,2024-06-06,2621.25,155,Delivered
Barr Faughny,85% Dark Bars,India,2024-06-06,1073.25,43,Delivered
Mallorie Waber,Drinking Coco,UK,2024-06-06,4392.0,488,Delivered
Dotty Strutley,Choco Coated Almonds,New Zealand,2024-06-06,1926.0,176,Delivered
Gigi Bohling,Baker's Choco Chips,India,2024-06-06,7605.0,507,Delivered
Marney O'Breen,White Choc,Australia,2024-06-06,2625.75,115,Cancelled
Andria Kimpton,Choco Coated Almonds,USA,2024-06-06,8178.75,546,Cancelled
Curtice Advani,Eclairs,New Zealand,2024-06-06,450.0,23,Delivered
Ches Bonnell,Choco Coated Almonds,Canada,2024-06-06,4947.75,330,Delivered
Husein Augar,50% Dark Bites,USA,2024-06-06,333.0,16,Delivered
Van Tuxwell,70% Dark Bites,New Zealand,2024-06-06,7879.5,438,Delivered
Jan Morforth,White Choc,UK,2024-06-06,6518.25,284,Delivered
Marney O'Breen,Drinking Coco,India,2024-06-06,4648.5,423,Cancelled
Curtice Advani,Organic Choco Syrup,India,2024-06-06,4682.25,213,Delivered
Andria Kimpton,85% Dark Bars,USA,2024-06-06,7335.0,350,Delivered
Madelene Upcott,Drinking Coco,Australia,2024-06-06,5019.75,558,Delivered
Dotty Strutley,White Choc,UK,2024-06-06,3831.75,192,Delivered
Oby Sorrel,Manuka Honey Choco,UK,2024-06-06,765.0,41,Delivered
Mallorie Waber,After Nines,Australia,2024-06-06,6754.5,676,Delivered
Oby Sorrel,Fruit & Nut Bars,India,2024-06-06,11866.5,516,Delivered
Gigi Bohling,White Choc,Canada,2024-06-06,5231.25,250,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,2024-06-06,5143.5,271,Delivered
Gigi Bohling,Organic Choco Syrup,Canada,2024-06-07,17678.25,842,Delivered
Wilone O'Kielt,Milk Bars,Australia,2024-06-07,6511.5,311,Delivered
Gunar Cockshoot,Caramel Stuffed Bars,UK,2024-06-07,7492.5,395,Delivered
Andria Kimpton,Smooth Silky Salty,India,2024-06-07,11695.5,1671,Delivered
Barr Faughny,Spicy Special Slims,New Zealand,2024-06-07,7202.25,481,Delivered
Gunar Cockshoot,50% Dark Bites,New Zealand,2024-06-07,2484.0,113,Delivered
Roddy Speechley,Choco Coated Almonds,USA,2024-06-07,3350.25,336,Delivered
Gunar Cockshoot,Milk Bars,Canada,2024-06-10,1399.5,64,Delivered
Gunar Cockshoot,Raspberry Choco,UK,2024-06-10,11875.5,1980,Delivered
Kaine Padly,Baker's Choco Chips,Australia,2024-06-10,2002.5,126,Delivered
Dotty Strutley,Baker's Choco Chips,USA,2024-06-10,481.5,31,Delivered
Ches Bonnell,Eclairs,USA,2024-06-10,3827.25,167,Delivered
Kaine Padly,Baker's Choco Chips,USA,2024-06-10,204.75,11,Delivered
Jehu Rudeforth,Baker's Choco Chips,New Zealand,2024-06-10,9045.0,453,Delivered
Dotty Strutley,Eclairs,UK,2024-06-10,650.25,37,Delivered
Marney O'Breen,99% Dark & Pure,USA,2024-06-11,6689.25,335,Delivered
Gigi Bohling,Mint Chip Choco,New Zealand,2024-06-11,3627.0,260,Delivered
Jehu Rudeforth,50% Dark Bites,UK,2024-06-11,9812.25,578,Delivered
Husein Augar,Drinking Coco,UK,2024-06-11,4900.5,613,Delivered
Dennison Crosswaite,85% Dark Bars,USA,2024-06-11,92.25,5,Delivered
Brien Boise,Choco Coated Almonds,UK,2024-06-11,270.0,23,Delivered
Rafaelita Blaksland,After Nines,UK,2024-06-11,4986.0,384,Delivered
Brien Boise,Smooth Silky Salty,India,2024-06-11,9105.75,828,Delivered
Gigi Bohling,Manuka Honey Choco,Australia,2024-06-11,10793.25,569,Delivered
Brien Boise,Drinking Coco,India,2024-06-11,5384.25,599,Delivered
Rafaelita Blaksland,85% Dark Bars,USA,2024-06-11,1165.5,45,Delivered
Kelci Walkden,Baker's Choco Chips,India,2024-06-11,1064.25,63,Delivered
Ches Bonnell,Drinking Coco,New Zealand,2024-06-11,5733.0,522,Delivered
Jan Morforth,70% Dark Bites,Canada,2024-06-11,2439.0,129,Delivered
Dennison Crosswaite,70% Dark Bites,India,2024-06-11,5382.0,317,Delivered
Barr Faughny,Spicy Special Slims,India,2024-06-12,2999.25,150,Delivered
Andria Kimpton,Choco Coated Almonds,UK,2024-06-12,7497.0,750,Delivered
Dotty Strutley,Milk Bars,UK,2024-06-12,2520.0,120,Delivered
Madelene Upcott,Eclairs,New Zealand,2024-06-12,4736.25,264,Delivered
Curtice Advani,50% Dark Bites,Canada,2024-06-12,1185.75,57,Delivered
Curtice Advani,70% Dark Bites,Australia,2024-06-13,7548.75,445,Cancelled
Marney O'Breen,Choco Coated Almonds,UK,2024-06-13,6180.75,516,Delivered
Karlen McCaffrey,Mint Chip Choco,UK,2024-06-13,2619.0,239,Delivered
Barr Faughny,White Choc,USA,2024-06-13,7553.25,378,Delivered
Rafaelita Blaksland,Raspberry Choco,USA,2024-06-13,1280.25,257,Delivered
Madelene Upcott,70% Dark Bites,UK,2024-06-13,6597.0,440,Delivered
Andria Kimpton,50% Dark Bites,USA,2024-06-14,3514.5,168,Delivered
Oby Sorrel,50% Dark Bites,UK,2024-06-14,4605.75,243,Delivered
Brien Boise,Raspberry Choco,Canada,2024-06-14,2571.75,515,Delivered
Brien Boise,99% Dark & Pure,USA,2024-06-14,11079.0,462,Delivered
Kelci Walkden,Spicy Special Slims,UK,2024-06-14,5908.5,329,Delivered
Dennison Crosswaite,70% Dark Bites,UK,2024-06-14,6644.25,391,Delivered
Brien Boise,Eclairs,India,2024-06-14,6536.25,312,Delivered
Brien Boise,Manuka Honey Choco,New Zealand,2024-06-14,8471.25,446,Delivered
Van Tuxwell,50% Dark Bites,Canada,2024-06-14,4025.25,202,Delivered
Gigi Bohling,Peanut Butter Cubes,Australia,2024-06-14,6230.25,297,Delivered
Marney O'Breen,99% Dark & Pure,UK,2024-06-14,5166.0,259,Delivered
Van Tuxwell,Organic Choco Syrup,UK,2024-06-17,8914.5,406,Delivered
Van Tuxwell,Mint Chip Choco,Australia,2024-06-17,3451.5,346,Delivered
Dennison Crosswaite,Orange Choco,New Zealand,2024-06-17,9402.75,855,Delivered
Roddy Speechley,50% Dark Bites,UK,2024-06-17,12492.0,694,Delivered
Dennison Crosswaite,Orange Choco,India,2024-06-17,7195.5,1028,Delivered
Barr Faughny,Milk Bars,Canada,2024-06-17,9281.25,442,Delivered
Barr Faughny,Eclairs,USA,2024-06-17,3696.75,185,Delivered
Jehu Rudeforth,Organic Choco Syrup,USA,2024-06-17,5157.0,272,Delivered
Husein Augar,70% Dark Bites,USA,2024-06-17,1062.0,63,Delivered
Wilone O'Kielt,Orange Choco,Canada,2024-06-17,8934.75,1277,Delivered
Curtice Advani,Eclairs,UK,2024-06-18,2148.75,103,Delivered
Husein Augar,Organic Choco Syrup,UK,2024-06-18,15077.25,656,Delivered
Beverie Moffet,Spicy Special Slims,UK,2024-06-18,4191.75,280,Delivered
Karlen McCaffrey,Eclairs,UK,2024-06-18,4036.5,202,Delivered
Barr Faughny,Orange Choco,UK,2024-06-18,4826.25,439,Delivered
Marney O'Breen,Eclairs,UK,2024-06-18,3154.5,151,Delivered
Gunar Cockshoot,Peanut Butter Cubes,India,2024-06-18,8093.25,338,Delivered
Kelci Walkden,Manuka Honey Choco,Australia,2024-06-18,14683.5,816,Delivered
Brien Boise,70% Dark Bites,UK,2024-06-18,3829.5,213,Delivered
Beverie Moffet,Spicy Special Slims,India,2024-06-18,5357.25,358,Delivered
Dotty Strutley,Fruit & Nut Bars,UK,2024-06-19,6167.25,238,Delivered
Brien Boise,70% Dark Bites,UK,2024-06-19,2101.5,141,Delivered
Gunar Cockshoot,99% Dark & Pure,Australia,2024-06-19,3120.75,149,Delivered
Wilone O'Kielt,Baker's Choco Chips,Canada,2024-06-19,2889.0,161,Delivered
Oby Sorrel,99% Dark & Pure,India,2024-06-19,3602.25,190,Delivered
Andria Kimpton,Mint Chip Choco,UK,2024-06-19,3064.5,256,Delivered
Jan Morforth,70% Dark Bites,USA,2024-06-19,5172.75,345,Delivered
Beverie Moffet,Choco Coated Almonds,UK,2024-06-19,2844.0,219,Delivered
Husein Augar,Spicy Special Slims,New Zealand,2024-06-19,2479.5,166,Delivered
Oby Sorrel,Raspberry Choco,UK,2024-06-19,2596.5,260,Delivered
Andria Kimpton,Smooth Silky Salty,Australia,2024-06-19,2506.5,314,Delivered
Van Tuxwell,Eclairs,Canada,2024-06-19,857.25,41,Delivered
Brien Boise,Organic Choco Syrup,UK,2024-06-19,758.25,38,Delivered
Gigi Bohling,Spicy Special Slims,India,2024-06-19,6966.0,349,Delivered
Roddy Speechley,85% Dark Bars,India,2024-06-20,4061.25,185,Delivered
Gunar Cockshoot,Manuka Honey Choco,USA,2024-06-20,9447.75,450,Delivered
Gunar Cockshoot,Smooth Silky Salty,USA,2024-06-21,8417.25,702,Delivered
Andria Kimpton,Choco Coated Almonds,UK,2024-06-21,72.0,5,Delivered
Curtice Advani,Orange Choco,Australia,2024-06-21,3674.25,335,Delivered
Dotty Strutley,Spicy Special Slims,USA,2024-06-21,5591.25,329,Delivered
Roddy Speechley,Choco Coated Almonds,New Zealand,2024-06-21,3993.75,267,Delivered
Beverie Moffet,Manuka Honey Choco,UK,2024-06-21,5834.25,278,Delivered
Gigi Bohling,Peanut Butter Cubes,Canada,2024-06-21,8822.25,368,Delivered
Karlen McCaffrey,Eclairs,India,2024-06-21,9765.0,425,Delivered
Andria Kimpton,Orange Choco,USA,2024-06-21,3584.25,359,Delivered
Kaine Padly,Smooth Silky Salty,Australia,2024-06-21,2162.25,197,Delivered
Barr Faughny,Eclairs,USA,2024-06-21,9864.0,494,Delivered
Barr Faughny,Eclairs,UK,2024-06-21,2580.75,113,Delivered
Barr Faughny,99% Dark & Pure,India,2024-06-21,1296.0,65,Delivered
Andria Kimpton,Raspberry Choco,India,2024-06-21,3611.25,452,Delivered
Roddy Speechley,Manuka Honey Choco,UK,2024-06-24,6855.75,312,Delivered
Madelene Upcott,Organic Choco Syrup,USA,2024-06-24,12757.5,672,Delivered
Gigi Bohling,Baker's Choco Chips,UK,2024-06-24,3861.0,204,Delivered
Dotty Strutley,Baker's Choco Chips,India,2024-06-24,7893.0,465,Delivered
Beverie Moffet,99% Dark & Pure,Australia,2024-06-24,3831.75,175,Delivered
Jan Morforth,99% Dark & Pure,India,2024-06-24,4083.75,215,Delivered
Marney O'Breen,Drinking Coco,USA,2024-06-24,4637.25,357,Delivered
Kelci Walkden,50% Dark Bites,New Zealand,2024-06-24,1496.25,75,Delivered
Kelci Walkden,Drinking Coco,New Zealand,2024-06-24,4914.0,378,Delivered
Oby Sorrel,99% Dark & Pure,USA,2024-06-25,4540.5,190,Delivered
Kelci Walkden,Mint Chip Choco,Canada,2024-06-25,5868.0,652,Delivered
Wilone O'Kielt,Raspberry Choco,USA,2024-06-25,4131.0,689,Delivered
Andria Kimpton,70% Dark Bites,USA,2024-06-25,2022.75,107,Delivered
Wilone O'Kielt,Choco Coated Almonds,UK,2024-06-25,5571.0,372,Delivered
Dennison Crosswaite,Choco Coated Almonds,UK,2024-06-25,9362.25,852,Delivered
Dotty Strutley,White Choc,USA,2024-06-25,4779.0,218,Delivered
Madelene Upcott,Mint Chip Choco,India,2024-06-25,3964.5,397,Cancelled
Rafaelita Blaksland,99% Dark & Pure,Australia,2024-06-25,5224.5,218,Delivered
Oby Sorrel,Manuka Honey Choco,India,2024-06-25,3035.25,160,Delivered
Karlen McCaffrey,70% Dark Bites,Canada,2024-06-25,3075.75,162,Delivered
Beverie Moffet,Orange Choco,USA,2024-06-25,12633.75,1805,Delivered
Dotty Strutley,After Nines,USA,2024-06-25,2486.25,208,Delivered
Curtice Advani,99% Dark & Pure,UK,2024-06-25,7751.25,388,Delivered
Ches Bonnell,99% Dark & Pure,New Zealand,2024-06-25,4925.25,247,Delivered
Marney O'Breen,Drinking Coco,USA,2024-06-25,6007.5,501,Delivered
Brien Boise,99% Dark & Pure,India,2024-06-25,11047.5,527,Delivered
Rafaelita Blaksland,85% Dark Bars,Canada,2024-06-25,9139.5,416,Delivered
Ches Bonnell,Peanut Butter Cubes,New Zealand,2024-06-25,7308.0,366,Delivered
Brien Boise,Mint Chip Choco,New Zealand,2024-06-26,841.5,61,Delivered
Gunar Cockshoot,Fruit & Nut Bars,New Zealand,2024-06-26,6196.5,230,Delivered
Jan Morforth,After Nines,UK,2024-06-26,12858.75,858,Delivered
Roddy Speechley,Spicy Special Slims,USA,2024-06-26,5271.75,264,Delivered
Dotty Strutley,Drinking Coco,New Zealand,2024-06-26,5586.75,466,Delivered
Brien Boise,Manuka Honey Choco,USA,2024-06-26,5404.5,271,Delivered
Curtice Advani,Spicy Special Slims,UK,2024-06-26,2349.0,147,Delivered
Jehu Rudeforth,Eclairs,USA,2024-06-26,2423.25,128,Delivered
Rafaelita Blaksland,Mint Chip Choco,UK,2024-06-27,2733.75,196,Delivered
Ches Bonnell,Raspberry Choco,UK,2024-06-27,1811.25,259,Delivered
Gigi Bohling,Baker's Choco Chips,India,2024-06-27,731.25,37,Delivered
Marney O'Breen,Raspberry Choco,UK,2024-06-27,2891.25,579,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,2024-06-27,5971.5,214,Delivered
Barr Faughny,Organic Choco Syrup,Australia,2024-06-27,10653.75,561,Cancelled
Oby Sorrel,Eclairs,UK,2024-06-27,7229.25,402,Delivered
Ches Bonnell,Smooth Silky Salty,USA,2024-06-27,5753.25,524,Delivered
Beverie Moffet,Organic Choco Syrup,USA,2024-06-27,9789.75,467,Delivered
Brien Boise,70% Dark Bites,Australia,2024-06-27,7206.75,481,Cancelled
Rafaelita Blaksland,Milk Bars,Canada,2024-06-27,7578.0,399,Delivered
Dotty Strutley,White Choc,UK,2024-06-27,2855.25,143,Delivered
Barr Faughny,Smooth Silky Salty,UK,2024-06-27,13495.5,1500,Delivered
Gunar Cockshoot,Raspberry Choco,Canada,2024-06-27,6174.0,686,Delivered
Husein Augar,Drinking Coco,Australia,2024-06-27,6167.25,475,Delivered
Ches Bonnell,Mint Chip Choco,UK,2024-06-27,3714.75,413,Delivered
Andria Kimpton,Orange Choco,UK,2024-06-27,1107.0,123,Delivered
Kelci Walkden,99% Dark & Pure,UK,2024-06-27,5487.75,239,Delivered
Husein Augar,After Nines,New Zealand,2024-06-28,6259.5,418,Delivered
Madelene Upcott,Spicy Special Slims,UK,2024-06-28,4131.0,230,Delivered
Brien Boise,Eclairs,USA,2024-06-28,362.25,20,Delivered
Dotty Strutley,99% Dark & Pure,UK,2024-06-28,5044.5,211,Delivered
Brien Boise,Eclairs,Australia,2024-06-28,6545.25,345,Delivered
Ches Bonnell,Manuka Honey Choco,UK,2024-06-28,4313.25,188,Delivered
Brien Boise,Organic Choco Syrup,New Zealand,2024-06-28,4045.5,176,Delivered
Kelci Walkden,Drinking Coco,UK,2024-06-28,5458.5,455,Delivered
Gunar Cockshoot,Baker's Choco Chips,USA,2024-06-28,8617.5,454,Delivered
Gigi Bohling,Spicy Special Slims,New Zealand,2024-06-28,2569.5,129,Delivered
Jan Morforth,Choco Coated Almonds,UK,2024-06-28,2425.5,243,Delivered
Husein Augar,Raspberry Choco,UK,2024-07-01,5321.25,1065,Shipped
Brien Boise,85% Dark Bars,USA,2024-07-01,11263.5,537,Shipped
Madelene Upcott,Raspberry Choco,India,2024-07-02,7960.5,797,Shipped
Jehu Rudeforth,Spicy Special Slims,UK,2024-07-02,9270.0,618,Shipped
